cycle_id,M_Conv1_Speed_mmps,M_Conv2_Speed_mmps,M_Conv3_Speed_mmps,M_Conv4_Speed_mmps,I_R01_Gripper_Pot,I_R01_Gripper_Load,I_R02_Gripper_Pot,I_R02_Gripper_Load,I_R03_Gripper_Pot,I_R03_Gripper_Load,I_R04_Gripper_Pot,I_R04_Gripper_Load,Q_Cell_CycleCount,milling_wear_max,milling_wear_mean,milling_wear_std
525,111.0,83.0,111.0,111.0,11522.0,437.0,11699.0,1319.0,2409.0,1372.0,13159.0,668.0,23.0,160,81.33998130258648,30.149190515897278
526,111.0,83.0,111.0,111.0,11235.0,413.0,11609.0,1323.0,2398.0,1348.0,13191.0,547.0,23.0,160,81.33998130258648,30.149190515897278
527,111.0,83.0,111.0,111.0,11243.0,421.0,11670.0,1290.0,2407.0,1358.0,13272.0,578.0,23.0,160,81.33998130258648,30.149190515897278
528,111.0,83.0,111.0,111.0,11185.0,448.0,11691.0,1312.0,2396.0,1362.0,13250.0,654.0,23.0,160,81.33998130258648,30.149190515897278
529,111.0,83.0,111.0,111.0,11205.0,418.0,11655.0,1299.0,2418.0,1366.0,13228.0,686.0,23.0,160,81.33998130258648,30.149190515897278
530,111.0,83.0,111.0,111.0,11165.0,318.0,11645.0,1267.0,2400.0,1354.0,13137.0,633.0,23.0,160,81.33998130258648,30.149190515897278
531,111.0,83.0,111.0,111.0,11225.0,387.0,11655.0,1316.0,2406.0,1368.0,13290.0,542.0,23.0,160,81.33998130258648,30.149190515897278
532,111.0,83.0,111.0,111.0,11160.0,378.0,11638.0,1319.0,2402.0,1379.0,13111.0,584.0,23.0,160,81.33998130258648,30.149190515897278
533,111.0,83.0,111.0,111.0,11144.0,393.0,11647.0,1315.0,2394.0,1355.0,13190.0,612.0,23.0,160,81.33998130258648,30.149190515897278
534,111.0,83.0,111.0,111.0,11244.0,438.0,11701.0,1304.0,2394.0,1383.0,13264.0,656.0,23.0,160,81.33998130258648,30.149190515897278
535,111.0,83.0,111.0,111.0,11261.0,393.0,11614.0,1335.0,2378.0,1341.0,13256.0,698.0,23.0,160,81.33998130258648,30.149190515897278
536,111.0,83.0,111.0,111.0,11148.0,410.0,11705.0,1321.0,2412.0,1385.0,13181.0,616.0,23.0,160,81.33998130258648,30.149190515897278
537,111.0,83.0,111.0,111.0,11183.0,345.0,11643.0,1339.0,2392.0,1356.0,13219.0,645.0,23.0,160,81.33998130258648,30.149190515897278
538,111.0,83.0,111.0,111.0,11174.0,326.0,11623.0,1337.0,2406.0,1350.0,13235.0,612.0,23.0,160,81.33998130258648,30.149190515897278
539,111.0,83.0,111.0,111.0,11188.0,428.0,11680.0,1317.0,2403.0,1355.0,13183.0,639.0,23.0,160,81.33998130258648,30.149190515897278
540,111.0,83.0,111.0,111.0,11181.0,340.0,11704.0,1297.0,2398.0,1350.0,13179.0,548.0,23.0,160,81.33998130258648,30.149190515897278
541,111.0,83.0,111.0,111.0,11221.0,474.0,11704.0,1321.0,2402.0,1373.0,13187.0,522.0,23.0,160,81.33998130258648,30.149190515897278
542,111.0,83.0,111.0,111.0,11143.0,445.0,11659.0,1310.0,2393.0,1366.0,13197.0,674.0,23.0,160,81.33998130258648,30.149190515897278
543,111.0,83.0,111.0,111.0,11226.0,301.0,11697.0,1280.0,2417.0,1364.0,13204.0,647.0,23.0,160,81.33998130258648,30.149190515897278
544,111.0,83.0,111.0,111.0,11217.0,290.0,11658.0,1309.0,2397.0,1374.0,13151.0,536.0,23.0,160,81.33998130258648,30.149190515897278
545,111.0,83.0,111.0,111.0,11173.0,343.0,11641.0,1354.0,2413.0,1359.0,13247.0,581.0,23.0,160,81.33998130258648,30.149190515897278
546,111.0,83.0,111.0,111.0,11373.0,258.0,11641.0,1282.0,2407.0,1369.0,13177.0,644.0,23.0,160,81.33998130258648,30.149190515897278
547,111.0,83.0,111.0,111.0,11193.0,297.0,11639.0,1324.0,2414.0,1347.0,13248.0,644.0,23.0,160,81.33998130258648,30.149190515897278
548,111.0,83.0,111.0,111.0,11200.0,387.0,11631.0,1313.0,2405.0,1377.0,13236.0,773.0,23.0,160,81.33998130258648,30.149190515897278
549,111.0,83.0,111.0,111.0,11179.0,383.0,11647.0,1306.0,2406.0,1363.0,13170.0,601.0,23.0,160,81.33998130258648,30.149190515897278
550,111.0,83.0,111.0,111.0,11176.0,442.0,11702.0,1316.0,2407.0,1385.0,13187.0,641.0,23.0,160,81.33998130258648,30.149190515897278
551,111.0,83.0,111.0,111.0,11226.0,428.0,11611.0,1307.0,2402.0,1346.0,13193.0,645.0,23.0,160,81.33998130258648,30.149190515897278
552,111.0,83.0,111.0,111.0,11159.0,426.0,11699.0,1307.0,2408.0,1374.0,13184.0,668.0,23.0,160,81.33998130258648,30.149190515897278
553,111.0,83.0,111.0,111.0,11204.0,367.0,11705.0,1312.0,2413.0,1327.0,13228.0,630.0,23.0,160,81.33998130258648,30.149190515897278
554,111.0,83.0,111.0,111.0,11223.0,428.0,11679.0,1281.0,2408.0,1368.0,13201.0,732.0,23.0,160,81.33998130258648,30.149190515897278
555,111.0,83.0,111.0,111.0,11161.0,448.0,11610.0,1313.0,2404.0,1358.0,13219.0,595.0,23.0,160,81.33998130258648,30.149190515897278
556,111.0,83.0,111.0,111.0,11238.0,434.0,11632.0,1330.0,2424.0,1363.0,13166.0,660.0,23.0,160,81.33998130258648,30.149190515897278
557,111.0,83.0,111.0,111.0,11197.0,385.0,11638.0,1322.0,2405.0,1364.0,13217.0,567.0,23.0,160,81.33998130258648,30.149190515897278
558,111.0,83.0,111.0,111.0,11202.0,403.0,11625.0,1336.0,2420.0,1386.0,13185.0,841.0,23.0,160,81.33998130258648,30.149190515897278
559,111.0,83.0,111.0,111.0,11242.0,411.0,11613.0,1318.0,2406.0,1389.0,13240.0,664.0,23.0,160,81.33998130258648,30.149190515897278
560,111.0,83.0,111.0,111.0,11172.0,385.0,11653.0,1310.0,2405.0,1378.0,13208.0,698.0,23.0,160,81.33998130258648,30.149190515897278
561,111.0,83.0,111.0,111.0,11289.0,294.0,11591.0,1310.0,2413.0,1372.0,13223.0,717.0,23.0,160,81.33998130258648,30.149190515897278
562,111.0,83.0,111.0,111.0,11130.0,360.0,11657.0,1302.0,2408.0,1378.0,13223.0,648.0,23.0,160,81.33998130258648,30.149190515897278
563,111.0,83.0,111.0,111.0,11509.0,275.0,11706.0,1308.0,2407.0,1388.0,13368.0,724.0,23.0,160,81.33998130258648,30.149190515897278
564,111.0,83.0,111.0,111.0,11253.0,335.0,11613.0,1314.0,2399.0,1369.0,13217.0,634.0,23.0,160,81.33998130258648,30.149190515897278
565,111.0,83.0,111.0,111.0,11090.0,409.0,11669.0,1294.0,2395.0,1367.0,13188.0,691.0,23.0,160,81.33998130258648,30.149190515897278
566,111.0,83.0,111.0,111.0,11168.0,271.0,11636.0,1336.0,2400.0,1375.0,13204.0,684.0,23.0,160,81.33998130258648,30.149190515897278
567,111.0,83.0,111.0,111.0,11233.0,379.0,11686.0,1316.0,2415.0,1360.0,13155.0,688.0,23.0,160,81.33998130258648,30.149190515897278
568,111.0,83.0,111.0,111.0,11242.0,402.0,11613.0,1291.0,2400.0,1360.0,13282.0,679.0,23.0,160,81.33998130258648,30.149190515897278
569,111.0,83.0,111.0,111.0,11171.0,406.0,11629.0,1271.0,2417.0,1373.0,13327.0,654.0,23.0,160,81.33998130258648,30.149190515897278
570,111.0,83.0,111.0,111.0,11271.0,373.0,11626.0,1296.0,2409.0,1363.0,13254.0,639.0,23.0,160,81.33998130258648,30.149190515897278
571,111.0,83.0,111.0,111.0,11200.0,349.0,11656.0,1294.0,2408.0,1359.0,13269.0,611.0,23.0,160,81.33998130258648,30.149190515897278
572,111.0,83.0,111.0,111.0,11230.0,367.0,11641.0,1290.0,2405.0,1383.0,13205.0,631.0,23.0,160,81.33998130258648,30.149190515897278
573,111.0,83.0,111.0,111.0,11198.0,395.0,11659.0,1315.0,2401.0,1364.0,13251.0,665.0,23.0,160,81.33998130258648,30.149190515897278
574,111.0,83.0,111.0,111.0,11172.0,461.0,11659.0,1277.0,2406.0,1370.0,13283.0,627.0,23.0,160,81.33998130258648,30.149190515897278
575,111.0,83.0,111.0,111.0,11180.0,404.0,11667.0,1302.0,2393.0,1386.0,13192.0,712.0,23.0,160,81.33998130258648,30.149190515897278
576,111.0,83.0,111.0,111.0,11193.0,445.0,11609.0,1320.0,2408.0,1371.0,13137.0,581.0,23.0,160,81.33998130258648,30.149190515897278
577,111.0,83.0,111.0,111.0,11180.0,431.0,11600.0,1288.0,2399.0,1358.0,13188.0,756.0,23.0,160,81.33998130258648,30.149190515897278
578,111.0,83.0,111.0,111.0,11195.0,406.0,11652.0,1311.0,2416.0,1365.0,13270.0,807.0,23.0,160,81.33998130258648,30.149190515897278
579,111.0,83.0,111.0,111.0,11191.0,436.0,11702.0,1303.0,2407.0,1357.0,13237.0,630.0,23.0,160,81.33998130258648,30.149190515897278
580,111.0,83.0,111.0,111.0,10769.0,468.0,11634.0,1289.0,2409.0,1381.0,13241.0,620.0,23.0,160,81.33998130258648,30.149190515897278
581,111.0,83.0,111.0,111.0,11114.0,378.0,11653.0,1330.0,2384.0,1371.0,12987.0,590.0,23.0,160,81.33998130258648,30.149190515897278
582,111.0,83.0,111.0,111.0,11251.0,443.0,11671.0,1300.0,2401.0,1359.0,13209.0,556.0,23.0,160,81.33998130258648,30.149190515897278
583,111.0,83.0,111.0,111.0,11209.0,413.0,11712.0,1308.0,2396.0,1366.0,13303.0,656.0,23.0,160,81.33998130258648,30.149190515897278
584,111.0,83.0,111.0,111.0,11252.0,419.0,11651.0,1305.0,2410.0,1371.0,12989.0,528.0,23.0,160,81.33998130258648,30.149190515897278
585,111.0,83.0,111.0,111.0,11169.0,455.0,11676.0,1291.0,2407.0,1356.0,13241.0,649.0,23.0,160,81.33998130258648,30.149190515897278
586,111.0,83.0,111.0,111.0,11193.0,310.0,11693.0,1307.0,2407.0,1358.0,13239.0,659.0,23.0,160,81.33998130258648,30.149190515897278
587,111.0,83.0,111.0,111.0,11203.0,412.0,11648.0,1308.0,2398.0,1356.0,13204.0,590.0,23.0,160,81.33998130258648,30.149190515897278
588,111.0,83.0,111.0,111.0,11045.0,340.0,11723.0,1298.0,2398.0,1365.0,13207.0,621.0,23.0,160,81.33998130258648,30.149190515897278
589,111.0,83.0,111.0,111.0,11234.0,430.0,11659.0,1302.0,2406.0,1373.0,13202.0,719.0,23.0,160,81.33998130258648,30.149190515897278
590,111.0,83.0,111.0,111.0,11198.0,473.0,11682.0,1300.0,2418.0,1380.0,13221.0,630.0,23.0,160,81.33998130258648,30.149190515897278
591,111.0,83.0,111.0,111.0,10761.0,421.0,11620.0,1332.0,2407.0,1361.0,13226.0,623.0,23.0,160,81.33998130258648,30.149190515897278
592,111.0,83.0,111.0,111.0,11179.0,414.0,11664.0,1299.0,2413.0,1363.0,13204.0,643.0,23.0,160,81.33998130258648,30.149190515897278
593,111.0,83.0,111.0,111.0,11223.0,401.0,11650.0,1304.0,2401.0,1354.0,13184.0,628.0,23.0,160,81.33998130258648,30.149190515897278
594,111.0,83.0,111.0,111.0,11227.0,439.0,11700.0,1316.0,2415.0,1366.0,13258.0,605.0,23.0,160,81.33998130258648,30.149190515897278
595,111.0,83.0,111.0,111.0,11166.0,403.0,11644.0,1329.0,2393.0,1353.0,13177.0,606.0,23.0,160,81.33998130258648,30.149190515897278
596,111.0,83.0,111.0,111.0,11523.0,422.0,11648.0,1314.0,2402.0,1375.0,13240.0,613.0,23.0,160,81.33998130258648,30.149190515897278
597,111.0,83.0,111.0,111.0,11181.0,325.0,11625.0,1317.0,2407.0,1366.0,13165.0,647.0,23.0,160,81.33998130258648,30.149190515897278
598,111.0,83.0,111.0,111.0,11252.0,417.0,11611.0,1292.0,2392.0,1362.0,13274.0,660.0,23.0,160,81.33998130258648,30.149190515897278
599,111.0,83.0,111.0,111.0,11227.0,427.0,11649.0,1332.0,2416.0,1382.0,13268.0,643.0,23.0,160,81.33998130258648,30.149190515897278
600,111.0,83.0,111.0,111.0,11252.0,544.0,11674.0,1322.0,2411.0,1363.0,13263.0,667.0,23.0,160,81.33998130258648,30.149190515897278
601,111.0,83.0,111.0,111.0,11173.0,449.0,11681.0,1275.0,2413.0,1353.0,13186.0,656.0,23.0,160,81.33998130258648,30.149190515897278
602,111.0,83.0,111.0,111.0,11204.0,337.0,11653.0,1305.0,2398.0,1383.0,13585.0,664.0,23.0,160,81.33998130258648,30.149190515897278
603,111.0,83.0,111.0,111.0,11153.0,384.0,11702.0,1318.0,2400.0,1386.0,13237.0,721.0,23.0,160,81.33998130258648,30.149190515897278
604,111.0,83.0,111.0,111.0,11211.0,385.0,11694.0,1328.0,2399.0,1365.0,13304.0,596.0,23.0,160,81.33998130258648,30.149190515897278
605,111.0,83.0,111.0,111.0,11166.0,410.0,11633.0,1330.0,2388.0,1372.0,13128.0,481.0,23.0,160,81.33998130258648,30.149190515897278
606,111.0,83.0,111.0,111.0,11231.0,439.0,11706.0,1305.0,2412.0,1368.0,13238.0,634.0,23.0,160,81.33998130258648,30.149190515897278
607,111.0,83.0,111.0,111.0,11192.0,459.0,11708.0,1320.0,2408.0,1374.0,13227.0,483.0,23.0,160,81.33998130258648,30.149190515897278
608,111.0,83.0,111.0,111.0,11150.0,436.0,11602.0,1311.0,2414.0,1364.0,13147.0,719.0,23.0,160,81.33998130258648,30.149190515897278
609,111.0,83.0,111.0,111.0,11235.0,322.0,11698.0,1309.0,2403.0,1376.0,13171.0,617.0,23.0,160,81.33998130258648,30.149190515897278
610,111.0,83.0,111.0,111.0,11175.0,447.0,11710.0,1288.0,2405.0,1391.0,13141.0,583.0,23.0,160,81.33998130258648,30.149190515897278
611,111.0,83.0,111.0,111.0,11229.0,410.0,11717.0,1305.0,2414.0,1366.0,13267.0,564.0,23.0,160,81.33998130258648,30.149190515897278
612,111.0,83.0,111.0,111.0,11227.0,396.0,11632.0,1291.0,2402.0,1374.0,13171.0,638.0,23.0,160,81.33998130258648,30.149190515897278
613,111.0,83.0,111.0,111.0,11228.0,290.0,11639.0,1289.0,2402.0,1386.0,13298.0,622.0,23.0,160,81.33998130258648,30.149190515897278
614,111.0,83.0,111.0,111.0,11219.0,335.0,11705.0,1302.0,2400.0,1366.0,13199.0,637.0,23.0,160,81.33998130258648,30.149190515897278
615,111.0,83.0,111.0,111.0,11186.0,399.0,11621.0,1300.0,2410.0,1374.0,13236.0,606.0,23.0,160,81.33998130258648,30.149190515897278
616,111.0,83.0,111.0,111.0,11205.0,276.0,11686.0,1311.0,2397.0,1375.0,13145.0,633.0,23.0,160,81.33998130258648,30.149190515897278
617,111.0,83.0,111.0,111.0,11182.0,406.0,11685.0,1318.0,2416.0,1366.0,13217.0,633.0,23.0,160,81.33998130258648,30.149190515897278
618,111.0,83.0,111.0,111.0,10866.0,405.0,11721.0,1298.0,2393.0,1372.0,13231.0,561.0,23.0,160,81.33998130258648,30.149190515897278
619,111.0,83.0,111.0,111.0,11280.0,445.0,11612.0,1298.0,2404.0,1376.0,13188.0,635.0,23.0,160,81.33998130258648,30.149190515897278
620,111.0,83.0,111.0,111.0,11234.0,395.0,11691.0,1313.0,2389.0,1355.0,13229.0,634.0,23.0,160,81.33998130258648,30.149190515897278
621,111.0,83.0,111.0,111.0,10731.0,404.0,11647.0,1282.0,2401.0,1360.0,13281.0,647.0,23.0,160,81.33998130258648,30.149190515897278
622,111.0,83.0,111.0,111.0,11236.0,409.0,11623.0,1319.0,2406.0,1373.0,13212.0,652.0,23.0,160,81.33998130258648,30.149190515897278
623,111.0,83.0,111.0,111.0,11155.0,384.0,11684.0,1307.0,2421.0,1376.0,13151.0,628.0,23.0,160,81.33998130258648,30.149190515897278
624,111.0,83.0,111.0,111.0,11226.0,344.0,11714.0,1309.0,2413.0,1367.0,13219.0,581.0,23.0,160,81.33998130258648,30.149190515897278
625,111.0,83.0,111.0,111.0,11258.0,336.0,11630.0,1318.0,2411.0,1383.0,12817.0,796.0,23.0,160,81.33998130258648,30.149190515897278
626,111.0,83.0,111.0,111.0,11190.0,441.0,11678.0,1330.0,2411.0,1360.0,13162.0,627.0,23.0,160,81.33998130258648,30.149190515897278
627,111.0,83.0,111.0,111.0,11220.0,357.0,11639.0,1319.0,2391.0,1351.0,13223.0,669.0,23.0,160,81.33998130258648,30.149190515897278
628,111.0,83.0,111.0,111.0,11211.0,385.0,11686.0,1326.0,2403.0,1358.0,13241.0,624.0,23.0,160,81.33998130258648,30.149190515897278
629,111.0,83.0,111.0,111.0,11183.0,395.0,11663.0,1301.0,2407.0,1377.0,13171.0,654.0,23.0,160,81.33998130258648,30.149190515897278
630,111.0,83.0,111.0,111.0,11167.0,327.0,11632.0,1338.0,2407.0,1382.0,13182.0,580.0,23.0,160,81.33998130258648,30.149190515897278
631,111.0,83.0,111.0,111.0,11132.0,350.0,11691.0,1330.0,2414.0,1354.0,13253.0,538.0,23.0,160,81.33998130258648,30.149190515897278
632,111.0,83.0,111.0,111.0,11246.0,350.0,11618.0,1301.0,2413.0,1373.0,13198.0,643.0,23.0,160,81.33998130258648,30.149190515897278
633,111.0,83.0,111.0,111.0,11196.0,461.0,11646.0,1307.0,2394.0,1370.0,13239.0,614.0,23.0,160,81.33998130258648,30.149190515897278
634,111.0,83.0,111.0,111.0,11283.0,439.0,11617.0,1279.0,2403.0,1380.0,13224.0,633.0,23.0,160,81.33998130258648,30.149190515897278
635,111.0,83.0,111.0,111.0,11177.0,412.0,11632.0,1299.0,2397.0,1381.0,13226.0,645.0,23.0,160,81.33998130258648,30.149190515897278
636,111.0,83.0,111.0,111.0,11251.0,422.0,11659.0,1322.0,2409.0,1372.0,13171.0,691.0,23.0,160,81.33998130258648,30.149190515897278
637,111.0,83.0,111.0,111.0,11128.0,259.0,11685.0,1306.0,2417.0,1374.0,13158.0,674.0,23.0,160,81.33998130258648,30.149190515897278
638,111.0,83.0,111.0,111.0,11176.0,387.0,11596.0,1320.0,2414.0,1367.0,13248.0,679.0,23.0,160,81.33998130258648,30.149190515897278
639,111.0,83.0,111.0,111.0,11252.0,448.0,11695.0,1304.0,2398.0,1362.0,13160.0,677.0,23.0,160,81.33998130258648,30.149190515897278
640,111.0,83.0,111.0,111.0,11151.0,401.0,11684.0,1336.0,2427.0,1375.0,13256.0,682.0,23.0,160,81.33998130258648,30.149190515897278
641,111.0,83.0,111.0,111.0,11234.0,388.0,11612.0,1270.0,2402.0,1371.0,13247.0,774.0,23.0,160,81.33998130258648,30.149190515897278
642,111.0,83.0,111.0,111.0,11223.0,363.0,11699.0,1312.0,2409.0,1352.0,13335.0,806.0,23.0,160,81.33998130258648,30.149190515897278
643,111.0,83.0,111.0,111.0,11214.0,402.0,11637.0,1293.0,2406.0,1371.0,13159.0,591.0,23.0,160,81.33998130258648,30.149190515897278
644,111.0,83.0,111.0,111.0,11181.0,453.0,11692.0,1293.0,2392.0,1379.0,13189.0,594.0,23.0,160,81.33998130258648,30.149190515897278
645,111.0,83.0,111.0,111.0,11223.0,455.0,11625.0,1307.0,2406.0,1388.0,13217.0,637.0,23.0,160,81.33998130258648,30.149190515897278
646,111.0,83.0,111.0,111.0,11206.0,326.0,11650.0,1291.0,2409.0,1364.0,13187.0,572.0,23.0,160,81.33998130258648,30.149190515897278
647,111.0,83.0,111.0,111.0,11196.0,239.0,11721.0,1327.0,2406.0,1357.0,13187.0,718.0,23.0,160,81.33998130258648,30.149190515897278
648,111.0,83.0,111.0,111.0,11260.0,466.0,11670.0,1321.0,2403.0,1369.0,13174.0,716.0,23.0,160,81.33998130258648,30.149190515897278
649,111.0,83.0,111.0,111.0,11169.0,435.0,11689.0,1312.0,2394.0,1368.0,13268.0,660.0,23.0,160,81.33998130258648,30.149190515897278
650,111.0,83.0,111.0,111.0,11240.0,394.0,11643.0,1332.0,2411.0,1389.0,13176.0,636.0,23.0,160,81.33998130258648,30.149190515897278
651,111.0,83.0,111.0,111.0,11183.0,463.0,11630.0,1304.0,2408.0,1361.0,13125.0,667.0,23.0,160,81.33998130258648,30.149190515897278
652,111.0,83.0,111.0,111.0,11231.0,432.0,11666.0,1297.0,2394.0,1369.0,13214.0,711.0,23.0,160,81.33998130258648,30.149190515897278
653,111.0,83.0,111.0,111.0,11161.0,428.0,11633.0,1309.0,2404.0,1375.0,13236.0,612.0,23.0,160,81.33998130258648,30.149190515897278
654,111.0,83.0,111.0,111.0,11353.0,354.0,11652.0,1323.0,2395.0,1369.0,13193.0,668.0,23.0,160,81.33998130258648,30.149190515897278
655,111.0,83.0,111.0,111.0,11197.0,417.0,11675.0,1304.0,2420.0,1361.0,13162.0,613.0,23.0,160,81.33998130258648,30.149190515897278
656,111.0,83.0,111.0,111.0,11235.0,406.0,11659.0,1328.0,2413.0,1372.0,13285.0,611.0,23.0,160,81.33998130258648,30.149190515897278
657,111.0,83.0,111.0,111.0,11195.0,429.0,11692.0,1320.0,2396.0,1364.0,13290.0,613.0,23.0,160,81.33998130258648,30.149190515897278
658,111.0,83.0,111.0,111.0,11512.0,418.0,11711.0,1298.0,2402.0,1361.0,13182.0,746.0,23.0,160,81.33998130258648,30.149190515897278
659,111.0,83.0,111.0,111.0,11223.0,419.0,11694.0,1284.0,2389.0,1376.0,13229.0,675.0,23.0,160,81.33998130258648,30.149190515897278
660,111.0,83.0,111.0,111.0,11251.0,418.0,11698.0,1321.0,2408.0,1356.0,13266.0,672.0,23.0,160,81.33998130258648,30.149190515897278
661,111.0,83.0,111.0,111.0,11203.0,434.0,11679.0,1312.0,2414.0,1342.0,13239.0,515.0,23.0,160,81.33998130258648,30.149190515897278
662,111.0,83.0,111.0,111.0,11246.0,501.0,11708.0,1305.0,2400.0,1347.0,13219.0,594.0,23.0,160,81.33998130258648,30.149190515897278
663,111.0,83.0,111.0,111.0,11157.0,524.0,11707.0,1297.0,2416.0,1359.0,13091.0,593.0,23.0,160,81.33998130258648,30.149190515897278
664,111.0,83.0,111.0,111.0,11285.0,423.0,11608.0,1291.0,2408.0,1377.0,8624.0,647.0,23.0,160,81.33998130258648,30.149190515897278
665,111.0,83.0,111.0,111.0,11241.0,403.0,11719.0,1317.0,2403.0,1373.0,8484.0,647.0,23.0,160,81.33998130258648,30.149190515897278
666,111.0,83.0,111.0,111.0,11254.0,441.0,11669.0,1307.0,2411.0,1349.0,9084.0,611.0,23.0,160,81.33998130258648,30.149190515897278
667,111.0,83.0,111.0,111.0,11172.0,401.0,11690.0,1274.0,2396.0,1359.0,13270.0,704.0,23.0,160,81.33998130258648,30.149190515897278
668,111.0,83.0,111.0,111.0,11249.0,405.0,11683.0,1288.0,2402.0,1359.0,13273.0,681.0,23.0,160,81.33998130258648,30.149190515897278
669,111.0,83.0,111.0,111.0,11235.0,475.0,11670.0,1306.0,2399.0,1362.0,13263.0,686.0,23.0,160,81.33998130258648,30.149190515897278
670,111.0,83.0,111.0,111.0,11140.0,397.0,11698.0,1294.0,2392.0,1353.0,13288.0,644.0,23.0,160,81.33998130258648,30.149190515897278
671,111.0,83.0,111.0,111.0,11172.0,434.0,11719.0,1297.0,2398.0,1354.0,13196.0,463.0,23.0,160,81.33998130258648,30.149190515897278
672,111.0,83.0,111.0,111.0,11226.0,410.0,11728.0,1305.0,2402.0,1366.0,13089.0,624.0,23.0,160,81.33998130258648,30.149190515897278
673,111.0,83.0,111.0,111.0,11200.0,377.0,11683.0,1293.0,2403.0,1368.0,13285.0,717.0,23.0,160,81.33998130258648,30.149190515897278
674,111.0,83.0,111.0,111.0,11235.0,443.0,11698.0,1294.0,2407.0,1366.0,13250.0,717.0,23.0,160,81.33998130258648,30.149190515897278
675,111.0,83.0,111.0,111.0,11199.0,410.0,11713.0,1339.0,2412.0,1386.0,13234.0,653.0,23.0,160,81.33998130258648,30.149190515897278
676,111.0,83.0,111.0,111.0,11260.0,428.0,11642.0,1286.0,2401.0,1358.0,13189.0,579.0,23.0,160,81.33998130258648,30.149190515897278
677,111.0,83.0,111.0,111.0,11163.0,424.0,11661.0,1315.0,2392.0,1362.0,13426.0,575.0,23.0,160,81.33998130258648,30.149190515897278
678,111.0,83.0,111.0,111.0,11251.0,524.0,11615.0,1318.0,2407.0,1376.0,13199.0,644.0,23.0,160,81.33998130258648,30.149190515897278
679,111.0,83.0,111.0,111.0,11461.0,435.0,11661.0,1323.0,2410.0,1387.0,13125.0,670.0,23.0,160,81.33998130258648,30.149190515897278
680,111.0,83.0,111.0,111.0,11235.0,447.0,11613.0,1302.0,2421.0,1367.0,13259.0,624.0,23.0,160,81.33998130258648,30.149190515897278
681,111.0,83.0,111.0,111.0,10745.0,422.0,11630.0,1333.0,2405.0,1380.0,13259.0,614.0,23.0,160,81.33998130258648,30.149190515897278
682,111.0,83.0,111.0,111.0,11120.0,436.0,11663.0,1318.0,2414.0,1382.0,13187.0,627.0,23.0,160,81.33998130258648,30.149190515897278
683,111.0,83.0,111.0,111.0,11502.0,444.0,11634.0,1309.0,2396.0,1379.0,13218.0,652.0,23.0,160,81.33998130258648,30.149190515897278
684,111.0,83.0,111.0,111.0,11226.0,452.0,11687.0,1294.0,2416.0,1388.0,13198.0,688.0,23.0,160,81.33998130258648,30.149190515897278
685,111.0,83.0,111.0,111.0,11159.0,442.0,11673.0,1323.0,2395.0,1372.0,13275.0,417.0,23.0,160,81.33998130258648,30.149190515897278
686,111.0,83.0,111.0,111.0,11187.0,287.0,11625.0,1311.0,2406.0,1363.0,13272.0,641.0,23.0,160,81.33998130258648,30.149190515897278
687,111.0,83.0,111.0,111.0,11164.0,447.0,11617.0,1308.0,2386.0,1367.0,13247.0,575.0,23.0,160,81.33998130258648,30.149190515897278
688,111.0,83.0,111.0,111.0,11248.0,367.0,11621.0,1321.0,2398.0,1375.0,13243.0,570.0,23.0,160,81.33998130258648,30.149190515897278
689,111.0,83.0,111.0,111.0,11149.0,453.0,11709.0,1311.0,2398.0,1367.0,13220.0,633.0,23.0,160,81.33998130258648,30.149190515897278
690,111.0,83.0,111.0,111.0,11086.0,454.0,11668.0,1316.0,2397.0,1377.0,8254.0,661.0,23.0,160,81.33998130258648,30.149190515897278
691,111.0,83.0,111.0,111.0,11224.0,430.0,11619.0,1340.0,2397.0,1384.0,8276.0,649.0,23.0,160,81.33998130258648,30.149190515897278
692,111.0,83.0,111.0,111.0,11262.0,273.0,11710.0,1316.0,2409.0,1366.0,8417.0,682.0,23.0,160,81.33998130258648,30.149190515897278
693,111.0,83.0,111.0,111.0,10959.0,457.0,11704.0,1321.0,2413.0,1375.0,7658.0,638.0,23.0,160,81.33998130258648,30.149190515897278
694,111.0,83.0,111.0,111.0,11012.0,443.0,11677.0,1310.0,2419.0,1382.0,8399.0,586.0,23.0,160,81.33998130258648,30.149190515897278
695,111.0,83.0,111.0,111.0,11259.0,468.0,11588.0,1317.0,2392.0,1364.0,8215.0,662.0,23.0,160,81.33998130258648,30.149190515897278
696,111.0,83.0,111.0,111.0,11218.0,457.0,11716.0,1292.0,2401.0,1369.0,8356.0,618.0,23.0,160,81.33998130258648,30.149190515897278
697,111.0,83.0,111.0,111.0,11185.0,427.0,11649.0,1341.0,2399.0,1376.0,8090.0,718.0,23.0,160,81.33998130258648,30.149190515897278
698,111.0,83.0,111.0,111.0,10950.0,437.0,11620.0,1311.0,2406.0,1366.0,8458.0,525.0,23.0,160,81.33998130258648,30.149190515897278
699,111.0,83.0,111.0,111.0,11264.0,435.0,11616.0,1301.0,2406.0,1362.0,8409.0,632.0,23.0,160,81.33998130258648,30.149190515897278
700,111.0,83.0,111.0,111.0,11188.0,306.0,11661.0,1296.0,2391.0,1371.0,8335.0,675.0,23.0,160,81.33998130258648,30.149190515897278
